date,n0,n1,n2,n3,n4,n5,n6,nb,jackpot
2015-04-17,7.0,11.0,14.0,15.0,19.0,30.0,41.0,22.0,30.0
2015-04-24,3.0,37.0,38.0,40.0,42.0,43.0,46.0,12.0,50.0
2015-05-01,6.0,18.0,20.0,37.0,40.0,44.0,46.0,49.0,50.0
2015-05-08,1.0,7.0,17.0,27.0,32.0,44.0,48.0,18.0,50.0
2015-05-15,16.0,23.0,24.0,25.0,40.0,46.0,47.0,17.0,50.0
2015-05-22,1.0,4.0,21.0,24.0,29.0,30.0,46.0,25.0,50.0
2015-05-29,1.0,30.0,38.0,39.0,44.0,45.0,47.0,43.0,50.0
2015-06-05,2.0,10.0,13.0,16.0,30.0,33.0,48.0,44.0,12.5
2015-06-12,4.0,7.0,11.0,19.0,34.0,38.0,48.0,45.0,38.0
2015-06-19,7.0,14.0,15.0,16.0,21.0,30.0,41.0,17.0,43.0
2015-06-26,2.0,4.0,16.0,23.0,30.0,32.0,46.0,38.0,50.0
2015-07-03,1.0,6.0,30.0,40.0,46.0,47.0,49.0,37.0,50.0
2015-07-10,12.0,14.0,23.0,25.0,31.0,38.0,40.0,36.0,50.0
2015-07-17,23.0,24.0,29.0,36.0,42.0,43.0,49.0,38.0,55.0
2015-07-24,2.0,4.0,11.0,19.0,28.0,29.0,38.0,42.0,30.194017
2015-07-31,2.0,5.0,27.0,32.0,35.0,42.0,46.0,48.0,40.842323
2015-08-07,5.0,13.0,20.0,37.0,39.0,40.0,41.0,28.0,50.0
2015-08-14,1.0,15.0,17.0,25.0,34.0,40.0,41.0,38.0,12.0
2015-08-21,3.0,13.0,15.0,22.0,33.0,41.0,49.0,11.0,18.198624
2015-08-28,2.0,4.0,5.0,17.0,29.0,39.0,41.0,48.0,26.96707
2015-09-04,7.0,8.0,15.0,19.0,36.0,37.0,41.0,43.0,36.272415
2015-09-11,21.0,22.0,27.0,30.0,39.0,42.0,44.0,8.0,50.0
2015-09-18,13.0,16.0,17.0,21.0,35.0,40.0,46.0,18.0,55.0
2015-09-25,1.0,7.0,15.0,18.0,21.0,30.0,45.0,22.0,60.0
2015-10-02,10.0,12.0,24.0,26.0,34.0,43.0,47.0,38.0,22.195303
2015-10-09,8.0,11.0,14.0,23.0,26.0,42.0,47.0,1.0,31.95038
2015-10-16,9.0,14.0,19.0,21.0,31.0,32.0,40.0,16.0,42.95438
2015-10-23,2.0,7.0,12.0,28.0,29.0,38.0,48.0,27.0,50.0
2015-10-30,2.0,11.0,19.0,38.0,43.0,45.0,49.0,9.0,55.0
2015-11-06,1.0,10.0,12.0,20.0,29.0,35.0,47.0,4.0,30.0
2015-11-13,7.0,11.0,19.0,38.0,40.0,41.0,42.0,49.0,23.0
2015-11-20,12.0,21.0,28.0,34.0,36.0,45.0,48.0,26.0,32.93039
2015-11-27,4.0,8.0,9.0,20.0,23.0,45.0,46.0,31.0,43.112553
2015-12-04,8.0,15.0,24.0,25.0,27.0,36.0,43.0,32.0,50.0
2015-12-11,7.0,12.0,28.0,34.0,45.0,46.0,48.0,49.0,55.0
2015-12-18,6.0,20.0,28.0,29.0,30.0,31.0,46.0,45.0,60.0
2015-12-25,5.0,8.0,9.0,12.0,22.0,39.0,45.0,38.0,60.0
2016-01-01,6.0,10.0,13.0,14.0,25.0,41.0,46.0,8.0,32.565617
2016-01-08,13.0,15.0,21.0,24.0,25.0,36.0,48.0,10.0,43.844547
2016-01-15,7.0,26.0,27.0,31.0,32.0,33.0,42.0,45.0,50.0
2016-01-22,20.0,21.0,22.0,34.0,42.0,43.0,45.0,1.0,55.0
2016-01-29,5.0,11.0,14.0,17.0,28.0,41.0,47.0,46.0,60.0
2016-02-05,6.0,7.0,8.0,9.0,17.0,23.0,30.0,18.0,60.0
2016-02-12,19.0,20.0,26.0,31.0,34.0,39.0,48.0,18.0,28.648872
2016-02-19,2.0,11.0,20.0,22.0,33.0,40.0,43.0,4.0,39.575676
2016-02-26,6.0,9.0,22.0,23.0,36.0,38.0,47.0,12.0,50.0
2016-03-04,4.0,14.0,24.0,41.0,42.0,44.0,48.0,26.0,55.0
2016-03-11,9.0,17.0,27.0,30.0,31.0,34.0,42.0,21.0,60.0
2016-03-18,6.0,8.0,15.0,24.0,26.0,39.0,44.0,40.0,60.0
2016-03-25,1.0,6.0,15.0,32.0,42.0,45.0,46.0,44.0,32.65346
2016-04-01,5.0,6.0,27.0,28.0,31.0,41.0,45.0,12.0,43.881935
2016-04-08,9.0,12.0,13.0,14.0,28.0,39.0,41.0,38.0,50.0
2016-04-15,1.0,9.0,17.0,19.0,25.0,27.0,38.0,44.0,16.0
2016-04-22,13.0,16.0,20.0,35.0,37.0,43.0,49.0,6.0,24.162342
2016-04-29,11.0,21.0,22.0,24.0,26.0,36.0,43.0,10.0,33.943253
2016-05-06,1.0,8.0,10.0,24.0,26.0,37.0,45.0,47.0,50.0
2016-05-13,3.0,6.0,8.0,17.0,21.0,28.0,34.0,2.0,12.0
2016-05-20,16.0,17.0,19.0,22.0,31.0,47.0,49.0,1.0,17.0
2016-05-27,1.0,14.0,16.0,20.0,26.0,32.0,34.0,18.0,25.345436
2016-06-03,12.0,21.0,28.0,37.0,40.0,43.0,47.0,11.0,35.13757
2016-06-10,5.0,11.0,15.0,26.0,27.0,33.0,39.0,46.0,50.0
2016-06-17,1.0,16.0,20.0,29.0,33.0,44.0,46.0,15.0,55.0
2016-06-24,2.0,17.0,22.0,24.0,26.0,42.0,48.0,6.0,13.0
2016-07-01,10.0,12.0,14.0,28.0,36.0,39.0,45.0,26.0,19.903234
2016-07-08,1.0,8.0,16.0,25.0,30.0,42.0,48.0,28.0,30.0
2016-07-15,19.0,30.0,31.0,36.0,40.0,44.0,49.0,6.0,50.0
2016-07-22,9.0,26.0,28.0,32.0,37.0,40.0,45.0,46.0,55.0
2016-07-29,11.0,15.0,25.0,26.0,39.0,47.0,49.0,30.0,60.0
2016-08-05,4.0,6.0,10.0,20.0,40.0,46.0,47.0,39.0,60.0
2016-08-12,5.0,7.0,15.0,18.0,19.0,27.0,28.0,25.0,60.0
2016-08-19,19.0,22.0,25.0,32.0,37.0,45.0,47.0,40.0,34.313923
2016-08-26,3.0,10.0,17.0,19.0,26.0,27.0,42.0,46.0,45.54404
2016-09-02,1.0,12.0,15.0,22.0,25.0,45.0,48.0,16.0,50.0
2016-09-09,4.0,10.0,11.0,27.0,29.0,32.0,41.0,42.0,55.0
2016-09-16,7.0,12.0,14.0,15.0,27.0,34.0,44.0,6.0,30.0
2016-09-23,3.0,13.0,24.0,36.0,39.0,44.0,45.0,19.0,27.127863
2016-09-30,4.0,12.0,17.0,21.0,32.0,38.0,42.0,46.0,37.499702
2016-10-07,8.0,9.0,12.0,24.0,29.0,36.0,37.0,17.0,10.0
2016-10-14,14.0,18.0,22.0,25.0,36.0,39.0,44.0,34.0,16.315474
2016-10-21,33.0,34.0,36.0,42.0,44.0,45.0,47.0,14.0,24.936518
2016-10-28,3.0,5.0,19.0,29.0,33.0,34.0,44.0,41.0,33.997513
2016-11-04,4.0,23.0,29.0,36.0,39.0,44.0,46.0,24.0,44.29252
2016-11-11,8.0,14.0,18.0,20.0,24.0,39.0,46.0,23.0,50.0
2016-11-18,7.0,10.0,21.0,24.0,38.0,40.0,49.0,3.0,15.0
2016-11-25,2.0,11.0,20.0,22.0,31.0,35.0,47.0,39.0,21.253803
2016-12-02,5.0,8.0,20.0,21.0,29.0,40.0,47.0,7.0,30.17831
2016-12-09,11.0,17.0,24.0,26.0,34.0,35.0,39.0,16.0,50.0
2016-12-16,2.0,9.0,27.0,32.0,38.0,39.0,43.0,45.0,55.0
2016-12-23,1.0,5.0,11.0,26.0,28.0,30.0,41.0,49.0,60.0
2016-12-30,5.0,10.0,14.0,19.0,31.0,33.0,47.0,27.0,60.0
2017-01-06,10.0,13.0,18.0,19.0,38.0,47.0,48.0,42.0,60.0
2017-01-13,2.0,8.0,24.0,30.0,31.0,38.0,40.0,42.0,34.792324
2017-01-20,4.0,10.0,21.0,28.0,29.0,37.0,45.0,20.0,50.0
2017-01-27,1.0,3.0,8.0,22.0,29.0,38.0,47.0,11.0,55.0
2017-02-03,8.0,19.0,24.0,28.0,34.0,42.0,48.0,17.0,60.0
2017-02-10,11.0,16.0,19.0,22.0,24.0,38.0,41.0,48.0,60.0
2017-02-17,5.0,9.0,14.0,24.0,33.0,37.0,46.0,38.0,26.037104
2017-02-24,1.0,17.0,19.0,23.0,28.0,29.0,47.0,10.0,10.0
2017-03-03,3.0,7.0,20.0,25.0,29.0,31.0,44.0,27.0,17.11885
2017-03-10,1.0,11.0,15.0,20.0,36.0,41.0,47.0,33.0,25.89952
2017-03-17,2.0,5.0,6.0,7.0,8.0,33.0,45.0,15.0,10.0
2017-03-24,16.0,19.0,21.0,32.0,37.0,39.0,45.0,26.0,15.46978
2017-03-31,1.0,2.0,12.0,15.0,22.0,25.0,41.0,34.0,23.918898
2017-04-07,8.0,12.0,14.0,34.0,37.0,44.0,48.0,45.0,33.224106
2017-04-14,23.0,25.0,29.0,30.0,42.0,44.0,45.0,20.0,50.0
2017-04-21,3.0,4.0,13.0,16.0,35.0,47.0,49.0,37.0,55.0
2017-04-28,10.0,14.0,22.0,36.0,38.0,44.0,45.0,11.0,13.0
2017-05-05,11.0,14.0,20.0,22.0,26.0,35.0,43.0,33.0,19.167656
2017-05-12,11.0,25.0,26.0,28.0,38.0,44.0,45.0,20.0,28.00351
2017-05-19,8.0,11.0,18.0,25.0,34.0,35.0,38.0,44.0,37.366726
2017-05-26,14.0,16.0,18.0,21.0,38.0,44.0,49.0,15.0,50.0
2017-06-02,11.0,12.0,25.0,28.0,33.0,41.0,43.0,36.0,55.0
2017-06-09,7.0,11.0,20.0,21.0,22.0,37.0,47.0,38.0,15.0
2017-06-16,1.0,5.0,20.0,33.0,34.0,41.0,42.0,15.0,10.713715
2017-06-23,2.0,3.0,6.0,22.0,24.0,42.0,46.0,27.0,10.0
2017-06-30,7.0,24.0,26.0,36.0,37.0,43.0,44.0,3.0,15.603882
2017-07-07,4.0,8.0,13.0,16.0,26.0,33.0,38.0,10.0,23.630713
2017-07-14,2.0,4.0,11.0,17.0,26.0,41.0,42.0,44.0,10.0
2017-07-21,2.0,11.0,12.0,25.0,33.0,39.0,44.0,8.0,10.0
2017-07-28,9.0,12.0,16.0,24.0,33.0,45.0,47.0,14.0,15.0
2017-08-04,1.0,4.0,11.0,17.0,27.0,36.0,37.0,47.0,23.017319
2017-08-11,13.0,14.0,19.0,26.0,27.0,36.0,37.0,18.0,10.0
2017-08-18,2.0,9.0,13.0,16.0,25.0,26.0,45.0,19.0,15.0
2017-08-25,18.0,19.0,23.0,34.0,39.0,43.0,46.0,1.0,22.649076
2017-09-01,1.0,7.0,18.0,28.0,31.0,39.0,48.0,35.0,32.180664
2017-09-08,1.0,2.0,15.0,16.0,22.0,29.0,41.0,27.0,50.0
2017-09-15,15.0,20.0,24.0,30.0,39.0,44.0,46.0,22.0,55.0
2017-09-22,2.0,10.0,37.0,38.0,39.0,43.0,47.0,28.0,60.0
2017-09-29,1.0,6.0,14.0,23.0,38.0,40.0,47.0,25.0,22.0
2017-10-06,10.0,17.0,25.0,27.0,29.0,34.0,38.0,48.0,31.326517
2017-10-13,8.0,14.0,16.0,17.0,18.0,34.0,41.0,43.0,10.0
2017-10-20,1.0,4.0,12.0,27.0,35.0,38.0,46.0,8.0,10.0
2017-10-27,1.0,14.0,15.0,16.0,24.0,39.0,49.0,5.0,15.0
2017-11-03,16.0,17.0,18.0,20.0,40.0,42.0,43.0,15.0,10.0
2017-11-10,5.0,12.0,18.0,26.0,29.0,31.0,37.0,40.0,15.0
2017-11-17,3.0,15.0,22.0,23.0,33.0,47.0,49.0,6.0,22.307545
2017-11-24,5.0,11.0,20.0,22.0,35.0,38.0,46.0,45.0,31.3799
2017-12-01,26.0,28.0,33.0,38.0,42.0,43.0,47.0,16.0,50.0
2017-12-08,1.0,17.0,31.0,33.0,39.0,46.0,49.0,42.0,55.0
2017-12-15,8.0,14.0,17.0,27.0,28.0,30.0,48.0,37.0,60.0
2017-12-22,13.0,16.0,19.0,21.0,24.0,26.0,30.0,36.0,60.0
2017-12-29,22.0,23.0,26.0,35.0,37.0,39.0,47.0,14.0,26.0
2018-01-05,1.0,3.0,13.0,15.0,28.0,36.0,49.0,14.0,35.31798
2018-01-12,1.0,8.0,16.0,19.0,26.0,34.0,41.0,10.0,10.0
2018-01-19,9.0,18.0,25.0,30.0,39.0,40.0,43.0,5.0,15.562127
2018-01-26,7.0,8.0,13.0,19.0,23.0,32.0,40.0,9.0,24.0384
2018-02-02,3.0,8.0,9.0,24.0,28.0,31.0,44.0,32.0,33.285316
2018-02-09,6.0,19.0,24.0,25.0,36.0,37.0,39.0,17.0,50.0
2018-02-16,5.0,14.0,22.0,23.0,35.0,40.0,49.0,43.0,55.0
2018-02-23,13.0,17.0,24.0,32.0,33.0,44.0,45.0,48.0,60.0
2018-03-02,7.0,25.0,26.0,28.0,32.0,36.0,37.0,2.0,23.0
2018-03-09,13.0,18.0,20.0,26.0,32.0,35.0,47.0,12.0,32.31876
2018-03-16,13.0,24.0,29.0,31.0,35.0,36.0,42.0,37.0,10.0
2018-03-23,7.0,12.0,15.0,23.0,35.0,43.0,49.0,19.0,15.542242
2018-03-30,1.0,12.0,18.0,19.0,21.0,24.0,41.0,15.0,10.0
2018-04-06,7.0,18.0,29.0,30.0,41.0,45.0,46.0,40.0,15.0
2018-04-13,1.0,8.0,9.0,22.0,29.0,30.0,32.0,17.0,23.765526
2018-04-20,6.0,14.0,16.0,22.0,30.0,42.0,45.0,35.0,32.984203
2018-04-27,8.0,9.0,11.0,17.0,37.0,39.0,41.0,19.0,50.0
2018-05-04,1.0,11.0,15.0,16.0,20.0,29.0,39.0,32.0,55.0
2018-05-11,11.0,22.0,28.0,33.0,39.0,43.0,47.0,23.0,60.0
2018-05-18,4.0,13.0,23.0,30.0,31.0,37.0,43.0,32.0,60.0
2018-05-25,7.0,10.0,13.0,19.0,24.0,31.0,41.0,1.0,60.0
2018-06-01,2.0,11.0,17.0,18.0,22.0,25.0,39.0,3.0,60.0
2018-06-08,12.0,25.0,27.0,29.0,34.0,44.0,45.0,7.0,60.0
2018-06-15,18.0,23.0,28.0,37.0,44.0,45.0,47.0,9.0,35.0
2018-06-22,3.0,10.0,16.0,28.0,31.0,38.0,47.0,20.0,41.897194
2018-06-29,3.0,5.0,17.0,23.0,28.0,43.0,46.0,29.0,50.0
2018-07-06,1.0,11.0,20.0,32.0,41.0,42.0,44.0,47.0,55.0
2018-07-13,1.0,4.0,5.0,22.0,25.0,32.0,34.0,27.0,60.0
2018-07-20,6.0,8.0,12.0,19.0,20.0,25.0,49.0,18.0,25.024591
2018-07-27,8.0,11.0,14.0,17.0,26.0,30.0,36.0,48.0,17.600769
2018-08-03,9.0,11.0,23.0,33.0,35.0,36.0,42.0,6.0,10.0
2018-08-10,2.0,9.0,18.0,33.0,36.0,40.0,49.0,38.0,10.0
2018-08-17,12.0,17.0,22.0,27.0,28.0,29.0,35.0,43.0,16.026188
2018-08-24,3.0,5.0,7.0,11.0,13.0,20.0,29.0,30.0,24.160362
2018-08-31,2.0,4.0,18.0,19.0,20.0,39.0,44.0,11.0,34.014153
2018-09-07,3.0,12.0,21.0,34.0,37.0,38.0,41.0,22.0,50.0
2018-09-14,1.0,3.0,5.0,10.0,16.0,27.0,43.0,14.0,55.0
2018-09-21,3.0,9.0,15.0,16.0,19.0,45.0,48.0,42.0,60.0
2018-10-05,8.0,9.0,12.0,20.0,22.0,27.0,30.0,28.0,60.0
2018-10-12,18.0,31.0,38.0,45.0,46.0,47.0,48.0,16.0,60.0
2018-10-19,10.0,15.0,16.0,17.0,19.0,27.0,38.0,9.0,60.0
2018-10-26,2.0,3.0,4.0,8.0,9.0,20.0,30.0,45.0,60.0
2018-11-02,9.0,10.0,16.0,23.0,24.0,39.0,49.0,7.0,42.035645
2018-11-09,2.0,12.0,31.0,34.0,39.0,48.0,49.0,1.0,50.0
2018-11-16,11.0,17.0,24.0,34.0,41.0,42.0,48.0,21.0,55.0
2018-11-23,1.0,7.0,13.0,14.0,22.0,42.0,48.0,47.0,60.0
2018-11-30,5.0,8.0,15.0,20.0,25.0,26.0,47.0,22.0,60.0
2018-12-07,2.0,9.0,15.0,23.0,26.0,30.0,41.0,13.0,60.0
2018-12-14,6.0,7.0,11.0,21.0,23.0,27.0,41.0,49.0,60.0
2018-12-21,7.0,21.0,23.0,25.0,31.0,34.0,45.0,37.0,60.0
2018-12-28,5.0,13.0,14.0,16.0,17.0,29.0,49.0,18.0,39.51707
2019-01-04,7.0,22.0,25.0,26.0,35.0,41.0,45.0,3.0,10.0
2019-01-11,8.0,15.0,21.0,28.0,29.0,30.0,39.0,23.0,18.256876
2019-01-18,3.0,19.0,22.0,30.0,32.0,37.0,40.0,20.0,10.0
2019-01-25,6.0,12.0,20.0,24.0,40.0,42.0,47.0,44.0,17.409601
2019-02-01,2.0,6.0,13.0,19.0,21.0,32.0,40.0,12.0,26.600136
2019-02-08,18.0,23.0,31.0,32.0,36.0,38.0,43.0,27.0,10.0
2019-02-15,1.0,2.0,32.0,37.0,38.0,39.0,45.0,16.0,16.815805
2019-02-22,6.0,31.0,33.0,34.0,43.0,44.0,46.0,22.0,25.951986
2019-03-01,2.0,23.0,24.0,29.0,40.0,48.0,49.0,18.0,10.0
2019-03-08,2.0,9.0,16.0,17.0,21.0,22.0,32.0,38.0,16.70906
2019-03-15,6.0,11.0,25.0,31.0,36.0,41.0,49.0,47.0,25.841633
2019-03-22,1.0,3.0,20.0,21.0,27.0,28.0,44.0,43.0,35.784176
2019-03-29,10.0,12.0,19.0,22.0,25.0,32.0,42.0,39.0,50.0
2019-04-05,1.0,2.0,16.0,21.0,23.0,25.0,28.0,48.0,55.0
2019-04-12,2.0,20.0,21.0,30.0,31.0,39.0,45.0,18.0,16.268208
2019-04-19,2.0,16.0,21.0,33.0,39.0,42.0,47.0,1.0,25.538202
2019-04-26,9.0,17.0,21.0,23.0,36.0,41.0,48.0,12.0,35.50362
2019-05-03,2.0,3.0,5.0,12.0,21.0,22.0,37.0,19.0,50.0
2019-05-10,16.0,17.0,31.0,34.0,36.0,39.0,41.0,10.0,12.0
2019-05-17,4.0,21.0,23.0,39.0,40.0,42.0,50.0,17.0,22.0
2019-05-24,9.0,11.0,15.0,19.0,20.0,35.0,41.0,28.0,32.0
2019-05-31,6.0,29.0,34.0,39.0,42.0,47.0,50.0,22.0,50.0
2019-06-07,4.0,8.0,13.0,23.0,25.0,33.0,39.0,17.0,60.0
2019-06-14,4.0,11.0,20.0,22.0,37.0,44.0,49.0,13.0,9.5
2019-06-21,11.0,16.0,17.0,20.0,42.0,44.0,50.0,31.0,15.0
2019-06-28,7.0,11.0,36.0,37.0,38.0,43.0,46.0,26.0,10.0
2019-07-05,1.0,4.0,8.0,28.0,32.0,36.0,43.0,40.0,20.0
2019-07-12,3.0,13.0,19.0,25.0,28.0,30.0,37.0,1.0,30.0
2019-07-19,1.0,15.0,21.0,29.0,30.0,31.0,33.0,5.0,50.0
2019-07-26,11.0,15.0,17.0,20.0,24.0,25.0,50.0,30.0,60.0
2019-08-02,11.0,20.0,23.0,24.0,26.0,41.0,44.0,38.0,21.0
2019-08-09,10.0,25.0,31.0,34.0,36.0,39.0,45.0,9.0,10.0
2019-08-16,22.0,24.0,25.0,26.0,29.0,32.0,46.0,20.0,20.0
2019-08-23,5.0,6.0,8.0,15.0,22.0,46.0,47.0,31.0,30.0
2019-08-30,5.0,9.0,33.0,36.0,39.0,41.0,44.0,27.0,50.0
2019-09-06,4.0,5.0,24.0,25.0,43.0,44.0,50.0,41.0,17.0
2019-09-13,4.0,16.0,21.0,32.0,44.0,45.0,50.0,26.0,27.0
2019-09-20,9.0,15.0,26.0,36.0,39.0,41.0,47.0,37.0,40.0
2019-09-27,3.0,9.0,25.0,26.0,28.0,34.0,38.0,36.0,55.0
2019-10-04,20.0,31.0,35.0,36.0,39.0,42.0,44.0,23.0,65.0
2019-10-11,1.0,3.0,11.0,13.0,19.0,22.0,46.0,31.0,22.0
2019-10-18,3.0,21.0,29.0,37.0,40.0,43.0,44.0,38.0,32.0
2019-10-25,6.0,11.0,16.0,18.0,23.0,26.0,40.0,45.0,15.0
2019-11-01,10.0,20.0,24.0,25.0,32.0,39.0,46.0,15.0,10.0
2019-11-08,3.0,5.0,10.0,18.0,26.0,33.0,46.0,49.0,15.0
2019-11-15,15.0,16.0,33.0,36.0,38.0,43.0,49.0,4.0,25.0
2019-11-22,5.0,9.0,23.0,29.0,30.0,31.0,37.0,34.0,40.0
2019-11-29,3.0,8.0,14.0,15.0,24.0,33.0,48.0,4.0,11.0
2019-12-06,9.0,11.0,17.0,19.0,35.0,36.0,43.0,28.0,21.0
2019-12-13,2.0,12.0,14.0,15.0,26.0,34.0,39.0,48.0,31.0
2019-12-20,14.0,23.0,28.0,29.0,30.0,33.0,48.0,9.0,50.0
2019-12-27,13.0,27.0,34.0,36.0,38.0,45.0,50.0,18.0,60.0
2020-01-03,8.0,18.0,20.0,24.0,31.0,37.0,39.0,34.0,70.0
2020-01-10,10.0,13.0,14.0,24.0,28.0,47.0,48.0,12.0,33.0
2020-01-17,5.0,6.0,36.0,39.0,40.0,46.0,48.0,34.0,50.0
2020-01-24,2.0,11.0,14.0,21.0,23.0,34.0,36.0,5.0,17.0
2020-01-31,2.0,27.0,30.0,39.0,44.0,45.0,49.0,17.0,27.0
2020-02-07,21.0,24.0,26.0,31.0,36.0,48.0,49.0,39.0,40.0
2020-02-14,14.0,17.0,20.0,34.0,38.0,45.0,49.0,5.0,55.0
2020-02-21,4.0,7.0,14.0,37.0,48.0,49.0,50.0,28.0,65.0
2020-02-28,21.0,27.0,30.0,32.0,33.0,36.0,46.0,38.0,19.0
2020-03-06,2.0,9.0,10.0,35.0,41.0,42.0,47.0,40.0,30.55371
2020-03-13,7.0,14.0,15.0,35.0,36.0,49.0,50.0,11.0,50.0
2020-03-20,9.0,16.0,17.0,18.0,21.0,22.0,27.0,31.0,60.0
2020-03-31,5.0,7.0,22.0,29.0,32.0,37.0,39.0,3.0,70.0
2020-04-03,5.0,9.0,10.0,25.0,27.0,29.0,38.0,31.0,70.0
2020-04-10,3.0,9.0,10.0,14.0,15.0,19.0,20.0,25.0,70.0
2020-04-17,2.0,15.0,21.0,29.0,40.0,47.0,50.0,35.0,39.0
2020-04-24,8.0,9.0,19.0,26.0,27.0,31.0,46.0,48.0,49.0
2020-05-01,3.0,12.0,25.0,36.0,37.0,42.0,49.0,9.0,55.0
2020-05-08,3.0,4.0,10.0,11.0,26.0,28.0,40.0,31.0,10.0
2020-05-15,7.0,30.0,32.0,40.0,47.0,48.0,50.0,16.0,10.0
2020-05-22,9.0,11.0,14.0,21.0,22.0,24.0,41.0,10.0,10.0
2020-05-29,5.0,12.0,15.0,23.0,26.0,38.0,41.0,45.0,10.0
2020-06-05,1.0,8.0,15.0,16.0,32.0,39.0,40.0,31.0,20.0
2020-06-12,1.0,16.0,24.0,28.0,30.0,31.0,47.0,25.0,10.0
2020-06-16,1.0,3.0,22.0,30.0,31.0,37.0,40.0,6.0,15.0
2020-06-19,3.0,12.0,17.0,22.0,29.0,31.0,48.0,8.0,10.0
2020-06-23,2.0,3.0,6.0,13.0,37.0,42.0,46.0,19.0,10.0
2020-06-26,8.0,14.0,31.0,36.0,39.0,46.0,47.0,20.0,15.0
2020-06-30,11.0,12.0,22.0,33.0,37.0,48.0,49.0,41.0,20.0
2020-07-03,3.0,4.0,21.0,33.0,38.0,44.0,45.0,32.0,25.0
2020-07-07,9.0,20.0,21.0,22.0,25.0,26.0,37.0,3.0,30.0
2020-07-10,17.0,18.0,27.0,38.0,39.0,40.0,47.0,24.0,35.0
2020-07-14,3.0,9.0,21.0,35.0,44.0,47.0,48.0,23.0,40.202156
2020-07-17,5.0,11.0,15.0,18.0,20.0,24.0,46.0,37.0,50.0
2020-07-21,7.0,22.0,26.0,35.0,46.0,47.0,49.0,19.0,55.0
2020-07-24,17.0,20.0,27.0,29.0,37.0,39.0,41.0,10.0,60.0
2020-07-28,7.0,10.0,11.0,24.0,39.0,43.0,48.0,23.0,65.0
2020-07-31,8.0,16.0,19.0,22.0,28.0,31.0,38.0,25.0,70.0
2020-08-04,18.0,24.0,25.0,30.0,31.0,33.0,48.0,27.0,26.0
2020-08-07,9.0,21.0,26.0,28.0,30.0,37.0,44.0,31.0,10.0
2020-08-11,9.0,17.0,22.0,33.0,36.0,45.0,46.0,41.0,15.0
2020-08-14,3.0,22.0,37.0,39.0,41.0,43.0,44.0,20.0,20.0
2020-08-18,1.0,2.0,16.0,32.0,44.0,46.0,50.0,6.0,25.0
2020-08-21,1.0,2.0,5.0,11.0,20.0,30.0,39.0,27.0,31.40309
2020-08-25,1.0,21.0,34.0,38.0,39.0,40.0,46.0,24.0,40.0
2020-08-28,5.0,8.0,9.0,28.0,32.0,48.0,50.0,40.0,50.0
2020-09-01,2.0,9.0,29.0,30.0,31.0,35.0,37.0,19.0,55.0
2020-09-04,7.0,18.0,22.0,26.0,35.0,41.0,50.0,11.0,60.0
2020-09-08,6.0,12.0,19.0,27.0,30.0,32.0,44.0,18.0,65.0
2020-09-11,4.0,15.0,16.0,17.0,35.0,46.0,50.0,13.0,19.0
2020-09-15,1.0,5.0,6.0,24.0,27.0,28.0,32.0,38.0,24.0
2020-09-18,2.0,11.0,22.0,25.0,32.0,40.0,44.0,27.0,29.52079
